top - 10:00:02 up 6 days, 18:55,  3 users,  load average: 0.00, 0.00, 0.00
Tasks: 160 total,   1 running, 159 sleeping,   0 stopped,   0 zombie
%Cpu(s):  0.0 us,  0.0 sy,  0.0 ni,100.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
MiB Mem :   7937.7 total,   3467.6 free,    569.9 used,   4206.1 buff/cache     
MiB Swap:      0.0 total,      0.0 free,      0.0 used.   7367.8 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 137356 u         20   0    5912   4864   3200 S   0.0   0.1   0:00.06 bash
 197944 root      20   0   14872   5888   4992 S   0.0   0.1   0:00.04 sudo
 198085 root      20   0   14872   2420   1408 S   0.0   0.0   0:00.00 sudo
 198087 root      20   0    7752   3584   3200 S   0.0   0.0   0:00.00 su
 198091 root      20   0    4856   3712   3200 S   0.0   0.0   0:00.02 bash
2522174 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
2522294 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
2522734 root      20   0    4460   2944   2688 S   0.0   0.0   0:00.00 automat+
2522740 root      20   0    2704   1536   1536 S   0.0   0.0   0:00.00 timeout
2522741 root      20   0    9196   5120   3072 S   0.0   0.1   0:00.02 top
2522742 root      20   0   16400   6976   5632 S   0.0   0.1   0:00.01 sshd
2522825 u         20   0   16560   6324   4608 S   0.0   0.1   0:00.05 sshd
2522826 u         20   0    5908   4864   3200 S   0.0   0.1   0:00.05 bash
2522843 root      20   0   14872   5888   4992 S   0.0   0.1   0:00.03 sudo
2522844 root      20   0   14872   2420   1408 S   0.0   0.0   0:00.00 sudo
2522845 root      20   0    7752   3584   3200 S   0.0   0.0   0:00.00 su
2522846 root      20   0    4852   3712   3200 S   0.0   0.0   0:00.02 bash
2522950 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523515 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523541 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
2523553 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523563 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523568 root      20   0       0      0      0 I   0.0   0.0   0:02.30 kworker+
2523569 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523577 root      20   0       0      0      0 I   0.0   0.0   0:01.09 kworker+
2523579 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
2523584 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523588 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523591 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523592 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523596 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523600 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523603 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523611 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523612 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
2523613 root      20   0    7808   2816   2560 S   0.0   0.0   0:00.00 cron
2523614 root      20   0    2380   1408   1408 S   0.0   0.0   0:00.00 sh
2523615 root      20   0    4460   2944   2688 S   0.0   0.0   0:00.00 automat+
2523620 root      20   0    2704   1536   1536 S   0.0   0.0   0:00.00 timeout
3812960 root      20   0       0      0      0 I   0.0   0.0   0:00.14 kworker+
